"date","co_aqs_cranston","co_quantaq_dpw","rh_quantaq_dpw","temp_quantaq_dpw","co_quantaq_pema","rh_quantaq_pema","temp_quantaq_pema","co_quantaq_pha","rh_quantaq_pha","temp_quantaq_pha"
2024-12-06 22:00:00,0.353,0.768974,35.264,-0.438,0.90568,34.893,-0.848,NA,NA,NA
2024-12-06 23:00:00,0.458,0.777078,39.242,-0.76,0.874297,39.52,-1.34,NA,NA,NA
2024-12-07,0.442,0.807844,42.065,-0.767,0.875225,41.432,-1.232,NA,NA,NA
2024-12-07 01:00:00,0.438,0.790003,41.7,-0.625,0.868544,41.875,-1.19,NA,NA,NA
2024-12-07 02:00:00,0.381,0.798589,41.507,-0.568,0.856388,42.295,-1.273,NA,NA,NA
2024-12-07 03:00:00,0.318,0.793044,43.343,-0.587,0.83521,43.345,-1.2,NA,NA,NA
2024-12-07 04:00:00,0.296,0.787578,46.978,-0.667,0.813424,46.412,-1.257,NA,NA,NA
2024-12-07 05:00:00,0.228,0.781793,48.69,-0.957,0.837524,49.9,-1.76,NA,NA,NA
2024-12-07 06:00:00,0.225,0.788259,48.13,-1.128,0.841537,50.442,-2.123,NA,NA,NA
2024-12-07 07:00:00,0.189,0.798325,47.355,-1.257,0.872012,50.343,-2.497,NA,NA,NA
2024-12-07 08:00:00,0.184,0.793883,46.365,-0.99,0.830086,49.343,-2.407,NA,NA,NA
2024-12-07 09:00:00,0.192,0.800093,47.26,-1.12,0.813153,49.015,-2.248,NA,NA,NA
2024-12-07 10:00:00,0.247,0.800481,49.765,-1.192,0.813774,50.393,-2.033,NA,NA,NA
2024-12-07 11:00:00,0.366,0.809777,53.29,-1.587,0.831247,53.507,-2.23,NA,NA,NA
2024-12-07 12:00:00,0.418,0.816743,54.182,-1.468,0.840733,52.53,-1.482,NA,NA,NA
2024-12-07 13:00:00,0.401,0.818165,52.518,-0.605,0.857727,47.967,0.18,NA,NA,NA
2024-12-07 14:00:00,0.424,0.813979,45.633,1.972,0.850961,39.955,3.263,NA,NA,NA
2024-12-07 15:00:00,0.406,0.851672,40.09,4.163,0.848093,34.83,5.532,NA,NA,NA
2024-12-07 16:00:00,0.427,0.815464,36.918,5.53,0.830902,32.078,7.242,NA,NA,NA
2024-12-07 17:00:00,0.399,0.794415,35.363,6.398,0.816648,31.012,7.812,NA,NA,NA
2024-12-07 18:00:00,0.405,0.770673,34.075,6.977,0.81365,30.132,8.347,NA,NA,NA
2024-12-07 19:00:00,0.402,0.775526,33.758,7.163,0.827894,30.348,8.178,NA,NA,NA
2024-12-07 20:00:00,0.568,0.811249,38.727,5.103,0.824839,35.843,5.908,NA,NA,NA
2024-12-07 21:00:00,0.612,0.895585,43.698,3.668,0.897492,41.715,3.775,NA,NA,NA
2024-12-07 22:00:00,0.663,0.918703,46.868,2.888,0.95436,45.413,2.81,NA,NA,NA
2024-12-07 23:00:00,0.751,0.96807,48.683,2.463,0.961582,46.517,2.557,NA,NA,NA
2024-12-08,0.856,0.983451,49.637,2.115,0.962564,47.06,2.392,NA,NA,NA
2024-12-08 01:00:00,0.495,0.942376,50.317,2.045,0.960115,47.173,2.34,NA,NA,NA
2024-12-08 02:00:00,0.492,0.933275,50.123,2.487,1.062792,47.217,2.573,NA,NA,NA
2024-12-08 03:00:00,0.809,0.949227,51.452,2.553,1.025235,47.712,2.707,NA,NA,NA
2024-12-08 04:00:00,0.373,0.864534,55.817,2.467,0.854876,52.787,2.713,NA,NA,NA
2024-12-08 05:00:00,0.331,0.764927,66.138,1.913,0.795639,66.435,1.848,NA,NA,NA
2024-12-08 06:00:00,0.247,0.757637,69.572,1.71,0.813434,69.4,1.605,NA,NA,NA
2024-12-08 07:00:00,0.235,0.75879,70.298,1.982,0.823709,70.548,1.795,NA,NA,NA
2024-12-08 08:00:00,0.202,0.741318,74.525,2.09,0.809742,73.88,1.905,NA,NA,NA
2024-12-08 09:00:00,0.181,0.717011,70.702,2.942,0.799397,71.735,2.623,NA,NA,NA
2024-12-08 10:00:00,0.211,0.73479,62.682,3.823,0.829591,66.477,3.38,NA,NA,NA
2024-12-08 11:00:00,0.289,0.735676,55.655,5.365,0.848894,59.833,4.253,NA,NA,NA
2024-12-08 12:00:00,0.247,0.706513,53.152,7.03,0.805565,53.472,6.217,NA,NA,NA
2024-12-08 13:00:00,0.266,0.699199,50.318,7.657,0.785415,48.202,7.445,NA,NA,NA
2024-12-08 14:00:00,0.284,0.698676,43.935,8.082,0.775122,42.16,7.968,NA,NA,NA
2024-12-08 15:00:00,0.333,0.723968,39.995,8.682,0.79501,37.505,9.037,NA,NA,NA
2024-12-08 16:00:00,0.343,0.732654,35.517,10.118,0.800433,32.003,11.487,NA,NA,NA
2024-12-08 17:00:00,0.372,0.743779,35.365,10.45,0.793511,32.52,11.347,NA,NA,NA
2024-12-08 18:00:00,0.38,0.742288,34.5,11.352,0.805226,32.832,11.908,NA,NA,NA
2024-12-08 19:00:00,0.423,0.738817,36.093,10.972,0.805264,33.863,11.622,NA,NA,NA
2024-12-08 20:00:00,0.416,0.754013,38.132,10.703,0.80353,36.163,11.192,NA,NA,NA
2024-12-08 21:00:00,0.481,0.806193,42.473,9.102,0.82008,40.803,9.338,NA,NA,NA
2024-12-08 22:00:00,0.473,0.824987,44.793,8.46,0.863296,43.38,8.393,NA,NA,NA
2024-12-08 23:00:00,0.414,0.827435,44.023,9.22,0.939225,43.248,8.902,NA,NA,NA
2024-12-09,0.388,0.777008,44.352,9.642,0.858596,43.862,9.148,NA,NA,NA
2024-12-09 01:00:00,0.354,0.771178,47.315,9.157,0.874396,47.06,8.693,NA,NA,NA
2024-12-09 02:00:00,0.394,0.760365,50.063,8.693,0.798367,51.4,8.067,NA,NA,NA
2024-12-09 03:00:00,0.398,0.752869,53.292,7.923,0.862491,54.562,7.437,NA,NA,NA
2024-12-09 04:00:00,0.533,0.828705,57.703,6.783,0.882237,59.442,6.192,NA,NA,NA
2024-12-09 07:00:00,0.499,0.923299,72.837,2.972,1.057622,74.862,2.115,NA,NA,NA
2024-12-09 08:00:00,0.508,1.056371,75.153,2.593,1.274123,80.128,0.983,NA,NA,NA
2024-12-09 09:00:00,0.549,1.106916,74.897,2.745,1.255906,81.457,0.77,NA,NA,NA
2024-12-09 10:00:00,0.611,1.090795,79.47,1.81,1.275726,82.008,0.663,NA,NA,NA
2024-12-09 15:00:00,0.467,0.976352,55.195,9.475,1.268457,50.542,10.338,NA,NA,NA
2024-12-09 16:00:00,0.237,0.867256,43.287,13.522,0.902664,40.008,13.61,NA,NA,NA
2024-12-09 17:00:00,0.18,0.73903,41.942,12.995,0.819531,40.663,13.263,NA,NA,NA
2024-12-09 18:00:00,0.204,0.705584,45.23,11.428,0.772694,44.347,11.435,NA,NA,NA
2024-12-09 20:00:00,0.288,0.727063,60.498,9.027,0.806269,58.06,9.26,NA,NA,NA
2024-12-09 21:00:00,0.255,0.726284,74.693,7.293,0.863074,72.983,7.488,NA,NA,NA
2024-12-09 22:00:00,0.217,0.722112,82.98,6.503,0.826596,80.798,6.852,NA,NA,NA
2024-12-09 23:00:00,0.205,0.713764,86.895,6.347,0.814576,84.088,6.71,NA,NA,NA
2024-12-10,0.228,0.697904,88.503,6.707,0.797174,85.715,6.928,NA,NA,NA
2024-12-10 01:00:00,0.354,0.6909,89.275,7.115,0.806127,86.278,7.34,NA,NA,NA
2024-12-10 02:00:00,0.36,0.699471,89.6,7.27,0.80528,86.677,7.673,NA,NA,NA
2024-12-10 03:00:00,0.386,0.69922,90.03,7.555,0.783362,86.792,7.955,NA,NA,NA
2024-12-10 04:00:00,0.315,0.707194,90.753,7.78,0.781645,87.222,8.098,NA,NA,NA
2024-12-10 05:00:00,0.284,0.687748,91.39,7.823,0.785486,87.633,8.175,NA,NA,NA
2024-12-10 06:00:00,0.222,0.691054,91.23,7.973,0.790006,87.522,8.322,NA,NA,NA
2024-12-10 07:00:00,0.233,0.697214,90.402,7.988,0.76055,86.323,8.323,NA,NA,NA
2024-12-10 08:00:00,0.244,0.675564,89.388,7.655,0.745549,85.527,7.935,NA,NA,NA
2024-12-10 09:00:00,0.225,0.672634,88.255,7.327,0.735279,83.255,7.322,NA,NA,NA
2024-12-10 10:00:00,0.351,0.711586,85.043,5.64,0.73694,82.307,5.112,NA,NA,NA
2024-12-10 11:00:00,0.456,0.722106,87.892,3.842,0.768211,84.595,3.743,NA,NA,NA
2024-12-10 12:00:00,0.488,0.719556,88.762,3.338,0.812695,85.79,3.267,NA,NA,NA
2024-12-10 13:00:00,0.489,0.724241,88.883,3.188,0.802151,85.835,3.213,NA,NA,NA
2024-12-10 14:00:00,0.477,0.731061,88.985,3.197,0.785636,84.672,3.457,NA,NA,NA
2024-12-10 15:00:00,0.442,0.755274,87.118,3.3,0.818676,84.032,3.588,NA,NA,NA
2024-12-10 16:00:00,0.403,0.732023,86.805,3.338,0.788518,82.878,3.787,NA,NA,NA
2024-12-10 17:00:00,0.402,0.740388,86.73,3.54,0.786343,81.737,4.038,NA,NA,NA
2024-12-10 18:00:00,0.314,0.757334,85.848,3.885,0.80754,81.667,4.113,NA,NA,NA
2024-12-10 19:00:00,0.351,0.755525,86.578,3.918,0.824428,82.225,4.16,NA,NA,NA
2024-12-11 02:00:00,0.337,0.759283,91.968,3.593,0.850313,89.238,3.8,NA,NA,NA
2024-12-11 03:00:00,0.419,0.768699,92.012,3.985,0.884837,88.8,4.26,NA,NA,NA
2024-12-11 04:00:00,0.325,0.789731,92.3,4.34,0.90649,88.892,4.553,NA,NA,NA
2024-12-11 05:00:00,0.384,0.792791,92.842,4.647,0.973556,89.262,4.85,NA,NA,NA
2024-12-11 06:00:00,0.323,0.807155,93.317,5.077,0.900558,89.063,5.212,NA,NA,NA
2024-12-11 07:00:00,0.359,0.801711,92.93,5.438,0.975761,89.035,5.375,NA,NA,NA
2024-12-11 08:00:00,0.475,0.80445,93.032,5.78,0.909958,88.892,5.693,NA,NA,NA
2024-12-11 09:00:00,0.504,0.913466,91.827,6.007,0.91503,88.242,5.933,NA,NA,NA
2024-12-11 10:00:00,0.68,1.009645,91.552,6.102,1.036522,87.92,6.225,NA,NA,NA
2024-12-11 11:00:00,0.787,1.093417,91.527,6.453,1.008451,88.125,6.152,NA,NA,NA
2024-12-11 12:00:00,0.912,0.989916,91.74,6.45,1.066563,87.89,5.957,NA,NA,NA
2024-12-11 17:00:00,0.181,0.682183,92.923,16.023,0.786963,88.725,16.79,NA,NA,NA
2024-12-11 18:00:00,0.246,0.666828,92.097,16.473,0.779017,89.203,16.88,NA,NA,NA
2024-12-11 19:00:00,0.234,0.677757,92.14,16.587,0.769708,88.948,17.19,NA,NA,NA
2024-12-11 20:00:00,0.163,0.649776,89.847,16.283,0.746551,86.773,17.467,NA,NA,NA
2024-12-11 21:00:00,0.212,0.656693,92.655,16.198,0.753876,88.873,17.16,NA,NA,NA
2024-12-11 22:00:00,0.174,0.638969,91.33,16.597,0.725629,88.035,17.213,NA,NA,NA
2024-12-11 23:00:00,0.158,0.637077,91.187,16.328,0.721998,88.138,16.757,NA,NA,NA
2024-12-12,0.185,0.639786,90.995,15.688,0.711275,87.805,16.13,NA,NA,NA
2024-12-12 01:00:00,0.185,0.634407,91.763,14.918,0.705443,88.39,15.308,NA,NA,NA
2024-12-12 02:00:00,0.223,0.642053,92.5,14.507,0.730574,89.273,14.813,NA,NA,NA
2024-12-12 03:00:00,0.245,0.64853,93.095,14.3,0.730012,89.853,14.61,NA,NA,NA
2024-12-12 04:00:00,0.149,0.640795,92.615,13.747,0.745426,89.543,14.488,NA,NA,NA
2024-12-12 05:00:00,0.203,0.652746,85.133,12.923,0.697458,80.908,13.112,NA,NA,NA
2024-12-12 06:00:00,0.178,0.664085,70.592,7.492,0.681276,72.005,7.5,NA,NA,NA
2024-12-12 07:00:00,0.157,0.673789,68.767,5.837,0.69748,70.388,5.495,NA,NA,NA
2024-12-12 08:00:00,0.18,0.683522,69.707,5.255,0.7063,70.398,4.805,NA,NA,NA
2024-12-12 09:00:00,0.203,0.687281,66.568,5.138,0.715268,67.622,4.777,NA,NA,NA
2024-12-12 10:00:00,0.338,0.705591,62.9,4.565,0.727311,63.553,4.25,NA,NA,NA
2024-12-12 11:00:00,0.43,0.731851,69.13,3.993,0.759166,67.517,3.853,NA,NA,NA
2024-12-12 12:00:00,0.422,0.750097,64.423,3.583,0.761744,63.848,3.98,NA,NA,NA
2024-12-12 13:00:00,0.364,0.747623,52.058,4.533,0.758465,48.803,5.667,NA,NA,NA
2024-12-12 14:00:00,0.314,0.731984,41.228,6.385,0.746993,39.845,7.013,NA,NA,NA
2024-12-12 15:00:00,0.301,0.725929,35.86,7.353,0.753269,34.417,7.9,NA,NA,NA
2024-12-12 16:00:00,0.286,0.745223,35.343,7.508,0.782619,35.973,7.015,NA,NA,NA
2024-12-12 17:00:00,0.297,0.752498,35.76,7.442,0.767489,36.297,7.105,NA,NA,NA
2024-12-12 18:00:00,0.316,0.752297,32.627,8.173,0.776174,32.942,8.202,NA,NA,NA
2024-12-12 19:00:00,0.321,0.758563,31.375,8.058,0.776238,31.02,8.353,NA,NA,NA
2024-12-12 20:00:00,0.342,0.773167,31.857,6.997,0.773232,28.925,7.448,NA,NA,NA
2024-12-12 21:00:00,0.348,0.777868,28.175,5.032,0.792233,27.69,5.015,NA,NA,NA
2024-12-12 22:00:00,0.347,0.771164,30.645,3.882,0.799615,30.712,3.472,NA,NA,NA
2024-12-12 23:00:00,0.306,0.756401,31.457,3.112,0.780867,31.563,2.707,NA,NA,NA
2024-12-13,0.313,0.763231,33.523,2.122,0.81648,35.153,1.64,NA,NA,NA
2024-12-13 01:00:00,0.435,0.797088,35.458,1.23,0.81538,33.665,0.688,NA,NA,NA
2024-12-13 02:00:00,0.401,0.783335,34.047,0.535,0.842968,35.375,-0.29,NA,NA,NA
2024-12-13 03:00:00,0.362,0.796359,36.768,-0.148,0.848459,38.062,-1.098,NA,NA,NA
2024-12-13 04:00:00,0.384,0.804706,39,-0.842,0.809634,39.223,-1.53,NA,NA,NA
2024-12-13 08:00:00,0.285,0.869771,46.047,-1.923,0.902595,51.272,-3.002,NA,NA,NA
2024-12-13 09:00:00,0.399,0.892873,44.108,-1.237,0.862553,48.025,-2.105,NA,NA,NA
2024-12-13 10:00:00,0.474,0.933038,42.093,-0.93,0.860778,45.415,-1.568,NA,NA,NA
2024-12-13 11:00:00,0.544,0.956111,44.598,-0.94,0.890491,44.247,-1.337,NA,NA,NA
2024-12-13 12:00:00,0.537,0.909712,46.758,-1.488,0.887275,46.342,-1.512,NA,NA,NA
2024-12-13 13:00:00,0.493,0.913345,43.417,-0.695,0.875181,39.292,1.135,NA,NA,NA
2024-12-13 14:00:00,0.404,0.893724,36.508,1.207,0.843628,33.915,2.48,NA,NA,NA
2024-12-13 15:00:00,0.361,0.840133,33.283,1.97,0.866836,30.083,3.655,NA,NA,NA
2024-12-13 16:00:00,0.342,0.80977,30.615,2.605,0.828578,27.193,4.505,NA,NA,NA
2024-12-13 17:00:00,0.324,0.808148,29.64,2.92,0.853273,26.848,4.262,NA,NA,NA
2024-12-13 18:00:00,0.333,0.806709,28.597,2.808,0.82848,26.255,4.362,NA,NA,NA
2024-12-13 19:00:00,0.394,0.805808,28.03,2.742,0.845128,26.13,4.167,NA,NA,NA
2024-12-13 20:00:00,0.406,0.816122,28.94,2.175,0.797769,26.537,3.315,NA,NA,NA
2024-12-13 21:00:00,0.388,0.797459,30.555,0.345,0.820103,31.568,0.298,NA,NA,NA
2024-12-13 22:00:00,0.426,0.809749,33.423,-0.492,0.830974,36.458,-1.492,NA,NA,NA
2024-12-13 23:00:00,0.593,0.860656,36.363,-1.133,0.897049,40.95,-2.457,NA,NA,NA
2024-12-14,0.534,0.860528,39.022,-1.627,0.886221,43.738,-2.927,NA,NA,NA
2024-12-14 01:00:00,0.588,0.874537,42.362,-2.132,0.904399,47.963,-3.64,NA,NA,NA
2024-12-14 02:00:00,0.55,0.883736,45.772,-2.788,0.918715,51.572,-4.153,NA,NA,NA
2024-12-14 03:00:00,0.555,0.885458,47.778,-3.213,0.916192,55.048,-4.723,NA,NA,NA
2024-12-14 04:00:00,0.628,0.89115,49.397,-3.403,0.899211,57.847,-5.208,NA,NA,NA
2024-12-14 05:00:00,0.464,0.898412,51.39,-3.693,0.93403,59.807,-5.515,NA,NA,NA
2024-12-14 06:00:00,0.287,0.8874,52.785,-3.977,1.075193,61.505,-5.752,NA,NA,NA
2024-12-14 07:00:00,0.294,0.889523,54.52,-4.342,1.009466,61.362,-5.787,NA,NA,NA
2024-12-14 08:00:00,0.308,0.861512,56.64,-4.697,1.054219,65.977,-6.61,NA,NA,NA
2024-12-14 09:00:00,0.483,0.870371,58.308,-4.988,1.13206,68.628,-6.905,NA,NA,NA
2024-12-14 10:00:00,0.5,0.886028,60.898,-5.57,0.845946,71.013,-7.443,NA,NA,NA
2024-12-14 11:00:00,0.638,0.910064,61.877,-5.705,0.870649,71.048,-7.277,NA,NA,NA
2024-12-14 12:00:00,0.536,0.915495,59.287,-5.135,0.872273,64.57,-5.895,NA,NA,NA
2024-12-14 13:00:00,0.559,0.90853,52.603,-3.327,0.863441,46.947,-1.218,NA,NA,NA
2024-12-14 14:00:00,0.424,0.919373,41.822,-0.185,0.83355,35.912,2.088,NA,NA,NA
2024-12-14 15:00:00,0.385,0.816542,37.585,1.2,0.809095,32.837,3.372,NA,NA,NA
2024-12-14 16:00:00,0.43,0.789892,33.308,2.973,0.802659,28.753,4.978,NA,NA,NA
2024-12-14 17:00:00,0.431,0.764704,31.025,4.017,0.827197,26.935,6.06,NA,NA,NA
2024-12-14 18:00:00,0.457,0.739383,29.458,4.552,0.858384,26.122,6.377,NA,NA,NA
2024-12-14 19:00:00,0.471,0.736744,29.178,4.452,0.858228,26.105,6.177,NA,NA,NA
2024-12-14 20:00:00,0.509,0.746126,30.603,3.35,0.914125,27.582,4.79,NA,NA,NA
2024-12-14 21:00:00,0.724,0.832205,35.478,0.83,1.253083,36.247,1.218,NA,NA,NA
2024-12-14 22:00:00,0.963,0.84142,40.983,-0.437,1.309412,45.69,-1.613,NA,NA,NA
2024-12-15 07:00:00,0.711,1.094264,61.127,-4.698,1.331058,82.137,-7.458,NA,NA,NA
2024-12-15 09:00:00,0.639,NA,NA,NA,1.292124,82.963,-7.78,NA,NA,NA
2024-12-15 10:00:00,0.678,NA,NA,NA,1.135988,84.025,-8.183,NA,NA,NA
2024-12-15 11:00:00,0.765,NA,NA,NA,1.186895,84.037,-8.438,NA,NA,NA
2024-12-15 13:00:00,0.641,NA,NA,NA,1.209746,54.695,-1.838,NA,NA,NA
2024-12-15 14:00:00,0.674,1.159487,40.655,0.24,1.004043,37.307,2.33,NA,NA,NA
2024-12-15 15:00:00,0.645,1.027136,33.86,3.233,0.922638,29.307,5.502,NA,NA,NA
2024-12-15 16:00:00,0.597,0.882084,29.207,6.003,0.860373,26.417,8.027,NA,NA,NA
2024-12-15 17:00:00,0.365,0.790604,30.617,6.807,0.825875,29.473,7.577,NA,NA,NA
2024-12-15 18:00:00,0.269,0.721372,36.143,5.093,0.865149,32.652,5.86,NA,NA,NA
2024-12-15 19:00:00,0.261,0.734401,33.208,4.723,0.830397,31.39,5.668,NA,NA,NA
2024-12-15 20:00:00,0.333,0.723302,38.458,2.813,0.824552,37.485,3.673,NA,NA,NA
2024-12-15 21:00:00,0.426,0.738742,46.417,1.475,0.884024,44.163,1.872,NA,NA,NA
2024-12-15 22:00:00,0.608,0.780251,51.112,0.837,1.006773,46.452,1.172,NA,NA,NA
2024-12-15 23:00:00,0.728,0.959158,52.882,0.975,1.103764,48.53,1.088,NA,NA,NA
2024-12-16 07:00:00,0.811,0.909771,65.567,1.705,1.216926,62.365,1.188,NA,NA,NA
2024-12-16 08:00:00,0.513,0.80304,66.132,1.875,1.156574,63.557,1.313,NA,NA,NA
2024-12-16 09:00:00,0.769,0.809639,67.507,2.193,1.110424,65.797,1.34,NA,NA,NA
2024-12-16 14:00:00,0.846,1.078245,80.775,3.567,1.105688,75.797,3.968,NA,NA,NA
2024-12-16 15:00:00,0.67,0.957828,82.548,4.453,1.084507,78.672,4.808,NA,NA,NA
2024-12-16 16:00:00,0.497,0.840705,83.41,5.535,1.025994,79.705,5.778,NA,NA,NA
2024-12-16 17:00:00,0.451,0.864642,83.055,6.897,0.889215,80.32,6.895,NA,NA,NA
2024-12-16 18:00:00,0.295,0.839011,76.033,8.367,0.8236,77.9,7.83,NA,NA,NA
2024-12-16 19:00:00,0.235,0.828899,74.423,8.36,0.80515,74.145,8.125,NA,NA,NA
2024-12-16 20:00:00,0.226,0.903589,77.62,7.742,0.821811,75.733,7.815,NA,NA,NA
2024-12-16 21:00:00,0.252,0.792123,80.535,7.258,0.79938,77.867,7.51,NA,NA,NA
2024-12-16 22:00:00,0.204,0.991301,83.485,7.1,0.786467,80.485,7.342,NA,NA,NA
2024-12-16 23:00:00,0.182,0.919798,87.002,7.158,0.792322,83.775,7.242,NA,NA,NA
2024-12-17,0.191,0.986019,89.132,7.703,0.796006,86.298,7.44,NA,NA,NA
2024-12-17 01:00:00,0.177,0.963381,88.643,8.315,0.834109,87.555,7.945,NA,NA,NA
2024-12-17 02:00:00,0.175,0.945399,90.51,8.597,0.77403,88.035,8.988,NA,NA,NA
2024-12-17 03:00:00,0.169,0.929718,90.14,8.873,0.754377,88.098,9.547,NA,NA,NA
2024-12-17 04:00:00,0.147,0.805213,91.892,9.888,0.75999,88.78,10.15,NA,NA,NA
2024-12-17 05:00:00,0.148,0.723666,90.925,11.015,0.737123,89.188,11,NA,NA,NA
2024-12-17 06:00:00,0.146,0.673356,91.882,11.623,0.72326,89.927,11.827,NA,NA,NA
2024-12-17 07:00:00,0.147,0.669193,91.55,12.283,0.718339,89.622,12.638,NA,NA,NA
2024-12-17 08:00:00,0.153,0.691278,91.557,12.49,0.715115,89.347,13.052,NA,NA,NA
2024-12-17 09:00:00,0.227,0.646689,92.42,13.38,0.714313,89.207,13.687,NA,NA,NA
2024-12-17 10:00:00,0.303,0.650729,91.065,13.905,0.733933,89.005,13.92,NA,NA,NA
2024-12-17 11:00:00,0.357,0.666296,89.385,14.19,0.738774,87.175,14.253,NA,NA,NA
2024-12-17 12:00:00,0.389,0.701595,87.588,14.107,0.744122,84.795,14.302,0.754405,85.778,13.992
2024-12-17 13:00:00,0.391,0.716186,84.245,14.078,0.754683,81.717,14.182,0.740072,82.692,13.952
